1.198837549734752851e-03,1.042550672106457889e-03,1.172961874917441590e-03,-1.806048211239880174e-03,4.259854650447040885e-05,3.793353361898618888e-03,-3.860484459670859066e-03,-8.206657915322683764e-04,9.856025007734943140e-05,5.090796845129946790e-03,-9.707205478951851704e-04,-4.721884147071349000e-03,5.674804199132842467e-04,4.741688745668565935e-03,-3.640129236756578946e-03,3.765910970664203879e-03,-1.107670830712659737e-03,-2.333683867404025367e-03,-1.961349242225152948e-03,6.902461648638124258e-04,3.368964579523314219e-03,-1.560336111810440522e-03,2.918550499270833667e-03,2.377849438441110696e-03,1.630533237976528656e-03,-1.476338240827066621e-03,-3.354109557494699360e-03,1.998124287896667003e-03,1.665827836279213997e-03,-3.077893191021423454e-03
-1.469653048024522528e-03,-1.900017280370850173e-03,-3.857822141418114099e-03,2.580483987534801932e-03,4.510774212902208397e-03,8.129301160268628248e-04,-1.569272859267827058e-03,-3.741798230555440797e-03,5.090557262311746003e-03,5.521611523392503003e-03,5.320424108467815272e-03,5.282044505474633132e-03,2.818674762077417410e-03,-4.402184712240290142e-03,-3.112564948006836616e-03,3.166952209920218583e-03,2.368206748887629731e-03,3.882379076869436202e-03,1.254410529608367868e-03,-8.232622692682121717e-04,2.167384230859834351e-03,2.674146562924875192e-03,-3.493584475824245555e-03,3.302829384484689493e-03,2.551505904834759988e-03,-1.204487873900034141e-04,7.300566597177981631e-04,1.237212662713563617e-03,3.401996068892317211e-03,-8.368154627342744040e-05
1.276600828352886848e-03,-5.340479395952103976e-04,5.886030636545173418e-05,1.085806273836899044e-03,2.101857112370871666e-03,-1.672946782351307244e-03,-6.287291439593610184e-03,-5.776594788999825023e-03,2.014260431237500926e-03,-3.048176772433079836e-03,3.573556079511845760e-03,-9.044721592362810854e-04,2.173395677453789955e-03,-3.814455637443812594e-03,4.944486141956794300e-05,1.942901815499125176e-03,3.273866974925144363e-03,-5.334722715787941797e-04,-1.090248957482177787e-03,2.951101919352962493e-03,5.527604379877172885e-05,3.242146677099031361e-03,-2.309529502633724408e-03,-1.722687386931045670e-03,-2.826976313422260509e-03,2.878114105300596127e-03,-1.320554353212153578e-03,-3.936277398263187825e-05,1.477048590944070056e-03,2.179462229013301010e-03
2.975202570704289524e-03,-2.983278240013230009e-03,3.963498078145671552e-03,2.954810869223283617e-03,-7.385936524304683283e-04,3.859128365633192424e-03,5.119993914109313184e-03,2.310459428561495703e-03,-4.952838106611366642e-03,-5.543442685643322487e-03,-1.902295479982066652e-04,2.153640049789697173e-03,4.667027911544643394e-03,-4.634036525488968543e-03,-2.329713907530637194e-03,2.294563837765260003e-04,1.937220009664921772e-03,-1.238487508289009545e-03,2.710598968067474534e-03,-7.945121554057190403e-04,2.192686671803650584e-03,6.487405347145798777e-04,-9.113684079399787460e-04,1.343447004373873443e-03,-2.266743208102620956e-03,-2.309195484002358155e-03,-3.553747269372317316e-03,-2.587337812388865697e-03,3.182330232007384366e-03,-1.915865292407185156e-03
1.138981457118971863e-03,-2.746808329208719202e-03,1.135451798452683956e-03,-2.558274186248785630e-03,-4.192389027042030432e-03,2.269002201856573121e-03,-7.012463766155128519e-04,5.212720216295865447e-03,-4.026396663336220816e-03,3.719922330343117516e-03,-1.186514904387294496e-03,3.773079696956583955e-03,-3.824099473855759718e-04,2.184364773545801035e-03,-7.988747424646441093e-04,6.085492319321153358e-04,9.254329060394788069e-04,-2.934247320188411879e-03,2.532550263113001170e-03,1.978372971642260083e-03,-3.772503170557372013e-03,2.322890182994528149e-03,-3.596126135203760350e-04,7.293477277682174163e-04,2.758959749735539341e-03,-1.718300146253768290e-03,1.727169490055342847e-03,-2.587694046134502227e-04,5.811976733527208974e-04,-8.651722401119875741e-04
-1.767670593011831312e-03,1.026320096649781981e-03,-3.671896892880395502e-03,-2.326333418509215004e-03,-3.509363259623751903e-04,9.714132924045498644e-04,4.099897589972574183e-03,1.934734396346486683e-03,-1.885368728142250601e-03,2.445755229279159004e-03,8.156179990932054457e-05,3.100877686019112974e-04,1.036261746938232746e-03,-1.291253528537664175e-03,2.981745118886621523e-03,2.356988018488604709e-03,-7.980933224707744116e-04,3.025658260670411985e-03,-1.512894385880004470e-03,1.650956385054869148e-03,2.792431427388153680e-03,1.815707361726408980e-03,2.182740231055123672e-03,1.868677009851243097e-03,7.119819851857065460e-04,-2.533956733114827928e-03,1.613586814789242556e-03,1.271717709905813504e-03,-1.881827581008413885e-03,5.311318752004629993e-04
-2.022219041508849756e-03,2.777164690179838129e-03,1.753713354807271080e-03,2.136794162304241681e-03,1.583059160598823028e-03,-2.585131854214504747e-03,4.370382859584140758e-03,-3.469942223348279706e-03,-3.583437166831571642e-04,-1.851108776777837979e-03,5.373925420439473050e-03,1.375982418452875201e-03,3.036273348907945861e-03,-4.274765329526201280e-03,-1.978385974000317939e-03,-1.481093203350462720e-03,-2.510031079879038087e-03,-2.876387540532680462e-03,1.184225984333606933e-03,-1.424476869288316717e-03,3.653332631352326776e-03,-3.797605906173789881e-04,-3.711293942311405612e-03,-2.748009714620963141e-03,1.110353285324009983e-03,-3.446854822626681247e-03,1.309804651202145509e-03,1.763077608941869198e-03,1.597484519946935260e-03,-3.320419977725884864e-03
3.232101345331696968e-04,2.036602794035144263e-03,4.129008702593619552e-03,-3.802314279024738967e-04,-6.285911121070012668e-04,-6.362413837625812384e-04,-2.811674644220511256e-03,1.862418339864213665e-04,2.167314121814041539e-03,2.112262145065957244e-03,4.584162196297768103e-03,-4.443818536221827778e-03,3.688803517168037609e-03,-3.442306751297996049e-03,1.669757400078980374e-03,3.456822626113058988e-03,3.756489420467732255e-03,1.982132687202719373e-03,-2.901759848446832171e-03,3.752698489985487572e-03,1.040090334925713707e-03,-9.314212640941755498e-04,-2.294021380339061281e-03,-1.701442384184740503e-03,3.247305540880702016e-03,-1.925645107416688959e-04,2.461501019836356569e-03,-2.983162182848612259e-03,-1.188685173990880386e-03,-1.113271571010817284e-03
3.003391308827336862e-04,-3.467128550319313759e-04,-3.225761268126026322e-03,-3.635621438606235004e-03,7.000846847060385181e-04,-3.764796509224386124e-03,-5.235143597418427490e-03,3.341150649504770476e-03,-5.169018428903606258e-03,-4.867950447825244130e-03,3.255944811337791421e-03,-2.840785709496174670e-03,4.376283909183998830e-03,2.044559706950747555e-03,1.354523121628579659e-03,-3.274046587486344369e-03,-3.072469692474385540e-03,-1.174296127244466720e-03,2.964660333861716089e-03,1.123519185482383699e-03,2.099162305154033889e-03,-2.190235496530283481e-03,3.709099247556349541e-03,2.865096748774454468e-03,-2.878785244099478502e-03,1.551429568737730308e-03,2.697270483503764679e-03,2.646580046528441196e-03,1.278167301053334797e-03,-1.586443080979810846e-03
2.771510718967431629e-03,2.594331710529261797e-03,1.664639639251751073e-04,3.521899007517247885e-03,-5.461043609260540083e-03,7.613760202219262618e-04,-4.337168044384483688e-03,-5.224509798505346490e-03,-4.013940670522330931e-03,-4.294290668803750315e-03,-5.351902671799873938e-03,4.839546074414411390e-03,4.743963269984979164e-03,-2.950074960947025090e-03,-9.712113756267606347e-04,-9.861892417709250576e-04,3.161155964313678950e-03,1.046590625061395458e-03,-2.703785670247227726e-03,2.249867842657727896e-03,2.981788939046393569e-03,2.995428304664524578e-03,3.687034671079822846e-03,-4.497598472363889435e-04,3.780235659694069291e-04,-1.159859128095686032e-03,9.307520876752350958e-04,-1.031495077819589859e-03,-8.637735567030014857e-04,1.409597357686799947e-03
